SHIPMENT_NUMBER,SHIPPER_ID,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST
SEZHUK-240103-278825,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2024-01-18T16:45:00.000Z,2024-01-18T17:45:00.000Z,2024-01-18T21:10:00.000Z,2024-01-18T22:10:00.000Z
SEZHUK-240110-280675,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000896,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,SO16 0YW,53.324964,-2.758291,50.935773,-1.475971,2024-01-11T07:30:00.000Z,2024-01-11T15:30:00.000Z,2024-01-12T12:02:00.000Z,2024-01-12T12:30:00.000Z
SEZHUK-240102-278265,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,BD5 8LZ,LS27 0FU,53.7938,-1.756358,53.734398,-1.604189,2024-01-11T22:30:00.000Z,2024-01-11T23:00:00.000Z,2024-01-12T00:00:00.000Z,2024-01-12T00:30:00.000Z
SEZHUK-240112-281617,7ca7be9f-26f8-498e-8c4f-4eef17f69820,CAUK000006,3.5 T Van,LWB Van,ST21 6LQ,WV10 7QD,52.87726,-2.242536,52.647955,-2.113013,2024-01-12T11:00:00.000Z,2024-01-12T11:30:00.000Z,2024-01-12T13:00:00.000Z,2024-01-12T13:30:00.000Z
SEZHUK-240109-280519,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001048,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-10T13:00:00.000Z,2024-01-10T14:00:00.000Z,2024-01-10T19:30:00.000Z,2024-01-10T20:00:00.000Z
SEZHUK-231228-277217,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2024-01-11T05:45:00.000Z,2024-01-11T06:45:00.000Z,2024-01-11T08:15:00.000Z,2024-01-11T09:15:00.000Z
SEZHUK-240110-280738,20dad921-61e2-4367-8d8c-c264f5b3e9d9,CAUK000064,Tractor Unit,Curtain-Side 13.6M Trailer,BS20 7XL,CH6 5PU,51.489669,-2.720403,53.236513,-3.104777,2024-01-17T08:00:00.000Z,2024-01-17T08:30:00.000Z,2024-01-18T07:00:00.000Z,2024-01-18T07:30:00.000Z
SEZHUK-240110-280760,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000954,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EX2 8FD,53.295391,-1.066283,50.697515,-3.522907,2024-01-11T17:00:00.000Z,2024-01-11T17:42:00.000Z,2024-01-12T10:55:00.000Z,2024-01-12T11:49:00.000Z
SEZHUK-240110-281017,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,SK13 2NU,LE19 1WY,53.483205,-1.924197,52.601576,-1.18816,2024-01-11T10:00:00.000Z,2024-01-11T10:30:00.000Z,2024-01-11T16:30:00.000Z,2024-01-11T17:00:00.000Z
SEZHUK-240112-281874,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,SK13 2NU,LE19 1WY,53.483205,-1.924197,52.601576,-1.18816,2024-01-15T10:00:00.000Z,2024-01-15T10:30:00.000Z,2024-01-15T16:30:00.000Z,2024-01-15T17:00:00.000Z
SEZHUK-240116-282649,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000509,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601576,-1.18816,2024-01-17T10:00:00.000Z,2024-01-17T10:30:00.000Z,2024-01-17T16:30:00.000Z,2024-01-17T17:00:00.000Z
SEZHUK-240112-281632,d04c44f7-f1b2-466e-be15-e88ab9443f50,CAUK001011,Tractor Unit,Box,ML1 4UY,RM19 1ND,55.825081,-3.985495,51.480755,0.261461,2024-01-17T10:00:00.000Z,2024-01-17T11:00:00.000Z,2024-01-18T08:00:00.000Z,2024-01-18T09:00:00.000Z
SEZHUK-240115-282109,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000159,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,TS18 2SA,53.324964,-2.758291,54.574392,-1.282385,2024-01-16T07:30:00.000Z,2024-01-16T14:00:00.000Z,2024-01-17T11:32:00.000Z,2024-01-17T12:00:00.000Z
SEZHUK-240115-282034,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,CO4 5RB,53.566639,-0.919839,51.940308,0.903776,2024-01-16T06:00:00.000Z,2024-01-16T18:00:00.000Z,2024-01-17T08:00:00.000Z,2024-01-17T15:59:00.000Z
SEZHUK-240115-282065,51b64618-e8d6-4df3-838d-8e553f35a08d,CAUK000567,3.5 T Van,Box,ME16 0LE,TN24 0SD,51.292639,0.493261,51.136865,0.878557,2024-01-15T13:00:00.000Z,2024-01-15T15:00:00.000Z,2024-01-16T08:30:00.000Z,2024-01-16T09:00:00.000Z
SEZHUK-240109-280562,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,SK16 4UG,LE19 1WY,53.467889,-2.096702,52.601576,-1.18816,2024-01-10T10:00:00.000Z,2024-01-10T10:30:00.000Z,2024-01-10T16:30:00.000Z,2024-01-10T17:00:00.000Z
SEZHUK-240109-280420,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,CAUK000603,Tractor Unit,Curtain-Side 13.6M Trailer,LE3 8DX,JE2 3ND,52.648951,-1.2175,49.205063,-2.109092,2024-01-11T06:00:00.000Z,2024-01-16T06:30:00.000Z,2024-01-11T20:30:00.000Z,2024-01-16T21:00:00.000Z
SEZHUK-240110-280662,518e364c-41d3-4cd1-8cd6-0401d20abb27,CAUK001069,Tractor Unit,Temperature-Controlled,HU70,NN6 7SL,53.774942,-0.335823,52.349274,-1.149793,2024-01-16T22:30:00.000Z,2024-01-16T23:30:00.000Z,2024-01-17T02:30:00.000Z,2024-01-17T03:30:00.000Z
SEZHUK-240111-281427,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000912,3.5T Van,Box,S35 2PW,NW10 7XF,53.476537,-1.471065,51.534977,-0.273963,2024-01-18T01:00:00.000Z,2024-01-18T01:30:00.000Z,2024-01-18T05:00:00.000Z,2024-01-18T05:30:00.000Z
SEZHUK-240102-278189,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,BD5 8LZ,G67 2XN,53.765877,-1.742019,55.936823,-3.983473,2024-01-11T18:00:00.000Z,2024-01-11T18:30:00.000Z,2024-01-11T23:00:00.000Z,2024-01-11T23:30:00.000Z
SEZHUK-240114-281974,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000814,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2024-01-19T01:20:00.000Z,2024-01-19T03:00:00.000Z,2024-01-19T08:15:00.000Z,2024-01-19T12:22:00.000Z
SEZHUK-240116-282637,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000899,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NN15 5YT,53.295391,-1.066283,52.370504,-0.684925,2024-01-19T00:30:00.000Z,2024-01-19T01:00:00.000Z,2024-01-19T04:55:00.000Z,2024-01-19T06:15:00.000Z
SEZHUK-240105-279450,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,BD5 8LZ,BS16 7LR,53.765877,-1.742019,51.501707,-2.466686,2024-01-13T23:00:00.000Z,2024-01-13T23:30:00.000Z,2024-01-14T03:30:00.000Z,2024-01-14T04:00:00.000Z
SEZHUK-240118-283235,7ca7be9f-26f8-498e-8c4f-4eef17f69820,CAUK000006,18T Rigid,Curtain Side,AL10 9TR,GL12 8BT,51.77179,-0.251425,51.628034,-2.436777,2024-01-18T10:30:00.000Z,2024-01-18T11:00:00.000Z,2024-01-18T14:00:00.000Z,2024-01-18T14:30:00.000Z
SEZHUK-240110-280603,7ca7be9f-26f8-498e-8c4f-4eef17f69820,CAUK000034,18T Rigid,High Security,AL10 9TR,GL12 8BT,51.772167,-0.250353,51.628034,-2.436777,2024-01-12T05:00:00.000Z,2024-01-12T05:30:00.000Z,2024-01-12T08:30:00.000Z,2024-01-12T09:00:00.000Z
SEZHUK-240116-282590,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001048,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17T15:00:00.000Z,2024-01-17T16:00:00.000Z,2024-01-17T21:00:00.000Z,2024-01-17T21:30:00.000Z
SEZHUK-240112-281665,7369cda1-1d0c-42c5-be31-cf18efe77ddb,CAUK000199,18T Rigid,Curtain Side,LS10 1SL,HX1 4EY,53.771668,-1.514934,53.72069,-1.884278,2024-01-15T08:00:00.000Z,2024-01-15T08:30:00.000Z,2024-01-15T09:30:00.000Z,2024-01-15T10:00:00.000Z
SEZHUK-240109-280328,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,NP44 2BZ,53.566639,-0.919839,51.667847,-2.993056,2024-01-10T11:00:00.000Z,2024-01-10T22:00:00.000Z,2024-01-11T08:00:00.000Z,2024-01-11T10:00:00.000Z
SEZHUK-240108-280101,369b3981-6399-439f-a654-7e90a2493c35,CAUK000887,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,DUBLIN,53.537133,-1.037405,53.459469,-6.206937,2024-01-10T06:00:00.000Z,2024-01-10T19:00:00.000Z,2024-01-12T07:00:00.000Z,2024-01-12T11:59:00.000Z
SEZHUK-240115-282188,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NP26 3DF,53.295391,-1.066283,51.55991,-2.882457,2024-01-16T14:00:00.000Z,2024-01-16T15:00:00.000Z,2024-01-17T05:55:00.000Z,2024-01-17T07:01:00.000Z
SEZHUK-240110-280929,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001048,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11T15:47:00.000Z,2024-01-11T16:47:00.000Z,2024-01-11T22:15:00.000Z,2024-01-11T22:45:00.000Z
SEZHUK-240110-280734,7369cda1-1d0c-42c5-be31-cf18efe77ddb,CAUK000199,3.5 T Van,LWB Van,LS10 1SL,LE65 1PF,53.771668,-1.514934,52.75449,-1.457027,2024-01-11T09:00:00.000Z,2024-01-11T09:30:00.000Z,2024-01-11T12:30:00.000Z,2024-01-11T13:00:00.000Z
SEZHUK-240118-283333,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,GL18 1DN,53.566639,-0.919839,51.953947,-2.411226,2024-01-19T06:00:00.000Z,2024-01-19T16:00:00.000Z,2024-01-22T08:00:00.000Z,2024-01-22T15:59:00.000Z
SEZHUK-240107-279951,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000117,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-13T02:20:00.000Z,2024-01-13T04:00:00.000Z,2024-01-13T08:51:00.000Z,2024-01-13T11:46:00.000Z
SEZHUK-240111-281343,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000912,3.5T Van,Box,DE74 2HJ,RG19 4BQ,52.849573,-1.348959,51.399439,-1.23272,2024-01-18T18:00:00.000Z,2024-01-18T18:30:00.000Z,2024-01-18T21:00:00.000Z,2024-01-18T21:30:00.000Z
SEZHUK-240109-280373,192cd5b5-978c-4681-b206-2f4d04e081ec,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 1BZ,DE14 2WT,52.803864,-1.641981,52.800481,-1.663328,2024-01-10T10:45:00.000Z,2024-01-10T11:15:00.000Z,2024-01-10T10:15:00.000Z,2024-01-10T10:45:00.000Z
SEZHUK-240114-281998,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000490,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2024-01-17T20:20:00.000Z,2024-01-17T22:00:00.000Z,2024-01-18T06:00:00.000Z,2024-01-18T10:52:00.000Z
SEZHUK-240116-282366,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,SN2 2DJ,53.324964,-2.758291,51.567598,-1.812181,2024-01-17T07:30:00.000Z,2024-01-17T14:00:00.000Z,2024-01-18T11:32:00.000Z,2024-01-18T12:00:00.000Z
SEZHUK-240116-282510,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EH54 8QX,53.293393,-1.074008,55.896335,-3.53565,2024-01-17T12:00:00.000Z,2024-01-17T12:59:00.000Z,2024-01-18T06:55:00.000Z,2024-01-18T07:25:00.000Z
SEZHUK-240112-281606,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000011,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,G53 7RJ,53.324964,-2.758291,55.802866,-4.339224,2024-01-15T07:30:00.000Z,2024-01-15T14:00:00.000Z,2024-01-16T08:32:00.000Z,2024-01-16T09:00:00.000Z
SEZHUK-240114-281944,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2024-01-17T06:00:00.000Z,2024-01-17T07:00:00.000Z,2024-01-17T17:00:00.000Z,2024-01-17T18:00:00.000Z
SEZHUK-240111-281069,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000932,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,BL1 2SL,53.324964,-2.758291,53.586063,-2.424932,2024-01-12T07:30:00.000Z,2024-01-12T14:00:00.000Z,2024-01-15T08:32:00.000Z,2024-01-15T09:00:00.000Z
SEZHUK-240117-282969,c7051f08-8889-4b8c-85b7-09833a679b7e,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,G75 0QH,53.462845,-2.896967,55.764352,-4.176999,2024-01-18T10:00:00.000Z,2024-01-18T10:01:00.000Z,2024-01-18T17:55:00.000Z,2024-01-18T18:25:00.000Z
SEZHUK-231228-277265,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2024-01-13T04:45:00.000Z,2024-01-13T05:45:00.000Z,2024-01-13T09:00:00.000Z,2024-01-13T10:00:00.000Z
SEZHUK-240115-282276,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8TB,53.295391,-1.066283,55.902768,-3.581976,2024-01-18T09:00:00.000Z,2024-01-18T09:56:00.000Z,2024-01-18T18:25:00.000Z,2024-01-18T19:47:00.000Z
SEZHUK-240116-282608,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17T10:00:00.000Z,2024-01-17T11:00:00.000Z,2024-01-17T16:30:00.000Z,2024-01-17T17:00:00.000Z
SEZHUK-240115-282239,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000899,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16T14:00:00.000Z,2024-01-16T15:00:00.000Z,2024-01-16T20:30:00.000Z,2024-01-16T21:00:00.000Z
SEZHUK-240110-280680,369b3981-6399-439f-a654-7e90a2493c35,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,BS10 7JB,53.537133,-1.037405,51.51091,-2.619005,2024-01-12T06:00:00.000Z,2024-01-12T18:00:00.000Z,2024-01-15T07:00:00.000Z,2024-01-15T11:59:00.000Z
SEZHUK-240111-281463,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,BD5 8LZ,LS27 0FU,53.766832,-1.740516,53.734398,-1.604189,2024-01-17T22:30:00.000Z,2024-01-17T23:00:00.000Z,2024-01-18T00:00:00.000Z,2024-01-18T00:30:00.000Z
SEZHUK-240111-281258,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12T03:47:00.000Z,2024-01-12T04:47:00.000Z,2024-01-12T10:15:00.000Z,2024-01-12T10:45:00.000Z
SEZHUK-240117-283010,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK001011,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RM19 1ND,53.295391,-1.066283,51.480755,0.261461,2024-01-19T18:00:00.000Z,2024-01-19T18:56:00.000Z,2024-01-20T07:55:00.000Z,2024-01-20T09:17:00.000Z
SEZHUK-240117-282896,bad2a1c4-4cf3-4157-864f-ce161784831f,CAUK000295,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ML4 3QD,53.462845,-2.896967,55.82813,-4.041567,2024-01-17T14:00:00.000Z,2024-01-17T14:01:00.000Z,2024-01-18T05:55:00.000Z,2024-01-18T06:25:00.000Z
SEZHUK-240114-281951,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-15T01:20:00.000Z,2024-01-15T03:00:00.000Z,2024-01-15T07:51:00.000Z,2024-01-15T10:46:00.000Z
SEZHUK-240117-282994,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-18T12:32:00.000Z,2024-01-18T13:32:00.000Z,2024-01-18T19:00:00.000Z,2024-01-18T19:30:00.000Z
SEZHUK-240117-283036,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,TA6 4FG,53.293393,-1.074008,51.155543,-2.983834,2024-01-18T18:00:00.000Z,2024-01-18T18:59:00.000Z,2024-01-19T08:35:00.000Z,2024-01-19T09:05:00.000Z
SEZHUK-231228-277183,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,E1W 2DA,CM22 7FD,51.508022,-0.05711,51.869555,0.216885,2024-01-11T18:35:00.000Z,2024-01-11T19:35:00.000Z,2024-01-11T20:45:00.000Z,2024-01-11T21:45:00.000Z
SEZHUK-240111-281150,20dad921-61e2-4367-8d8c-c264f5b3e9d9,CAUK000269,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,LE17 4XN,53.47243,-2.332477,52.462306,-1.246071,2024-01-12T13:00:00.000Z,2024-01-12T13:30:00.000Z,2024-01-12T18:30:00.000Z,2024-01-12T19:00:00.000Z
SEZHUK-240118-283506,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000866,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-19T05:00:00.000Z,2024-01-19T06:00:00.000Z,2024-01-19T11:30:00.000Z,2024-01-19T12:00:00.000Z
SEZHUK-240115-282237,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16T11:17:00.000Z,2024-01-16T12:17:00.000Z,2024-01-16T17:45:00.000Z,2024-01-16T18:15:00.000Z
SEZHUK-240117-282853,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000032,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,TN21 8XG,55.003467,-3.042858,50.984912,0.314268,2024-01-18T07:00:00.000Z,2024-01-18T15:00:00.000Z,2024-01-22T08:00:00.000Z,2024-01-22T15:59:00.000Z
SEZHUK-240116-282433,9e78d49e-043c-4f19-af07-a116101abe0b,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,SG19 2HE,53.295391,-1.066283,52.109985,-0.152017,2024-01-17T15:00:00.000Z,2024-01-17T15:56:00.000Z,2024-01-18T08:55:00.000Z,2024-01-18T10:17:00.000Z
SEZHUK-240103-278818,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,NE11 0JY,52.829374,-1.332134,54.922706,-1.607332,2024-01-19T04:45:00.000Z,2024-01-19T05:45:00.000Z,2024-01-19T09:05:00.000Z,2024-01-19T10:05:00.000Z
SEZHUK-240103-278856,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2024-01-18T05:45:00.000Z,2024-01-18T06:45:00.000Z,2024-01-18T08:15:00.000Z,2024-01-18T09:15:00.000Z
SEZHUK-240110-280669,518e364c-41d3-4cd1-8cd6-0401d20abb27,CAUK001069,Tractor Unit,Temperature-Controlled,PE10 0AT,EN9 3BZ,52.768719,-0.35975,51.678414,-0.006624,2024-01-18T08:30:00.000Z,2024-01-18T09:30:00.000Z,2024-01-18T12:00:00.000Z,2024-01-18T13:00:00.000Z
SEZHUK-240103-278914,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2024-01-15T17:25:00.000Z,2024-01-15T18:25:00.000Z,2024-01-15T21:10:00.000Z,2024-01-15T22:10:00.000Z
SEZHUK-231228-277240,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,WR4 0SZ,DE74 2TR,52.193636,-2.221575,52.829374,-1.332134,2024-01-11T17:00:00.000Z,2024-01-11T18:00:00.000Z,2024-01-11T19:30:00.000Z,2024-01-11T20:30:00.000Z
SEZHUK-240112-281742,98d76108-ba01-441a-8425-641afdb920fb,CAUK000766,Tractor Unit,Box,BD12 7ER,HP2 7PZ,53.753128,-1.722985,51.771553,-0.439081,2024-01-18T22:00:00.000Z,2024-01-18T22:30:00.000Z,2024-01-19T02:00:00.000Z,2024-01-19T02:30:00.000Z
SEZHUK-240111-281350,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000912,3.5T Van,Box,DE74 2HJ,RG19 4BQ,52.849573,-1.348959,51.399439,-1.23272,2024-01-20T18:00:00.000Z,2024-01-20T18:30:00.000Z,2024-01-20T21:00:00.000Z,2024-01-20T21:30:00.000Z
SEZHUK-240109-280492,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000866,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-10T06:00:00.000Z,2024-01-10T07:00:00.000Z,2024-01-10T13:00:00.000Z,2024-01-10T14:00:00.000Z
SEZHUK-240112-281789,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK000023,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15T17:00:00.000Z,2024-01-15T18:00:00.000Z,2024-01-16T01:30:00.000Z,2024-01-16T02:00:00.000Z
SEZHUK-240105-279587,98d76108-ba01-441a-8425-641afdb920fb,CAUK000766,Tractor Unit,Box,BD12 7ER,HP2 7PZ,53.753128,-1.722985,51.771553,-0.439081,2024-01-11T19:00:00.000Z,2024-01-11T20:00:00.000Z,2024-01-12T02:30:00.000Z,2024-01-12T03:00:00.000Z
SEZHUK-240114-281942,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2024-01-17T06:00:00.000Z,2024-01-17T07:00:00.000Z,2024-01-17T17:00:00.000Z,2024-01-17T18:00:00.000Z
SEZHUK-240110-280943,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11T21:47:00.000Z,2024-01-11T22:47:00.000Z,2024-01-12T04:15:00.000Z,2024-01-12T04:45:00.000Z
SEZHUK-240111-281116,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000316,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,CV23 8BQ,53.470807,-2.849187,52.356984,-1.173373,2024-01-12T07:00:00.000Z,2024-01-12T14:00:00.000Z,2024-01-15T16:32:00.000Z,2024-01-15T17:00:00.000Z
SEZHUK-240105-279437,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.765877,-1.742019,52.641456,-1.216005,2024-01-10T00:30:00.000Z,2024-01-10T01:00:00.000Z,2024-01-11T02:30:00.000Z,2024-01-11T03:00:00.000Z
SEZHUK-240114-281966,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2024-01-15T02:20:00.000Z,2024-01-15T04:00:00.000Z,2024-01-15T09:37:00.000Z,2024-01-15T12:33:00.000Z
SEZHUK-240102-278208,433732b1-4db6-4969-985d-710c0033eeb4,CAUK000901,3.5T Van,Box,S35 2PW,CA6 4RD,53.476537,-1.471065,54.919263,-2.965315,2024-01-12T23:30:00.000Z,2024-01-12T23:59:24.000Z,2024-01-13T03:30:00.000Z,2024-01-13T04:00:00.000Z
SEZHUK-240111-281272,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12T15:47:00.000Z,2024-01-12T16:47:00.000Z,2024-01-12T22:15:00.000Z,2024-01-12T22:45:00.000Z
SEZHUK-240115-282028,3371b762-7c32-44f3-a14e-bfb0a6f3d50b,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,IP6 0JW,53.566639,-0.919839,52.106487,1.098275,2024-01-16T06:00:00.000Z,2024-01-16T18:00:00.000Z,2024-01-17T08:32:00.000Z,2024-01-17T09:00:00.000Z
