PROJECT_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST
22ea5531-3b70-47df-b7f0-d569684fb731,SEZHUK-231214-273813,CAUK000018,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,MK17 8DB,52.322608,-0.622401,52.033930,-0.677110,2023-12-15T12:45:00.000Z,2023-12-15T13:00:00.000Z,2023-12-15T15:45:00.000Z,2023-12-15T16:00:00.000Z
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231207-271076,CAUK000310,Tractor Unit,Tractor Only,PE12 6EW,CV8 3ED,52.782850,-0.124795,52.371658,-1.452326,2023-12-14T13:30:00.000Z,2023-12-14T14:30:00.000Z,2023-12-14T16:30:00.000Z,2023-12-14T17:30:00.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231115-263051,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF3 2GJ,52.800481,-1.663328,51.503280,-3.109119,2023-11-16T14:01:00.000Z,2023-11-17T08:00:00.000Z,2023-11-17T07:30:00.000Z,2023-11-17T08:00:00.000Z
9ee7906d-9c8f-4405-97f8-c7532926fd0f,SEZHUK-231004-250037,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508392,-0.057296,51.470264,-0.515011,2023-10-13T19:05:00.000Z,2023-10-13T20:05:00.000Z,2023-10-13T20:05:00.000Z,2023-10-13T21:05:00.000Z
5456fcfa-5b0c-428e-b322-240d508b6660,SEZHUK-231019-254408,CAUK000894,Tractor Unit,Curtain-Side 13.6M Trailer,PE29 2XR,EH54 8QX,52.315672,-0.157664,55.896335,-3.535650,2023-10-20T16:00:00.000Z,2023-10-20T16:56:00.000Z,2023-10-23T08:25:00.000Z,2023-10-23T08:55:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231012-252503,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-10-28T00:30:00.000Z,2023-10-28T01:00:00.000Z,2023-10-28T02:30:00.000Z,2023-10-28T03:00:00.000Z
9ee7906d-9c8f-4405-97f8-c7532926fd0f,SEZHUK-230929-248796,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508392,-0.057296,51.470264,-0.515011,2023-10-03T19:05:00.000Z,2023-10-03T20:05:00.000Z,2023-10-03T20:05:00.000Z,2023-10-03T21:05:00.000Z
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231207-271117,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-08T18:00:00.000Z,2023-12-08T19:00:00.000Z,2023-12-09T00:30:00.000Z,2023-12-09T01:00:00.000Z
3371b762-7c32-44f3-a14e-bfb0a6f3d50b,SEZHUK-231212-272442,CAUK000192,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,DY9 9XA,53.566639,-0.919839,52.393491,-2.073065,2023-12-13T06:00:00.000Z,2023-12-13T18:00:00.000Z,2023-12-14T07:32:00.000Z,2023-12-14T08:00:00.000Z
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231129-267628,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-12-07T00:30:00.000Z,2023-12-07T01:00:00.000Z,2023-12-08T02:30:00.000Z,2023-12-08T03:00:00.000Z
872e72c8-dd37-43fe-820c-ff962d398840,SEZHUK-231027-257232,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,NN4 9BA,WF9 2RH,52.213462,-0.951036,53.601298,-1.266222,2023-10-31T05:00:00.000Z,2023-10-31T05:30:00.000Z,2023-10-31T10:30:00.000Z,2023-10-31T11:00:00.000Z
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231116-263338,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-12-01T04:00:00.000Z,2023-12-01T05:00:00.000Z,2023-12-01T07:45:00.000Z,2023-12-01T08:45:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231209-271849,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.767302,-1.746560,51.769433,-0.444266,2023-12-10T01:20:00.000Z,2023-12-10T03:00:00.000Z,2023-12-10T07:51:00.000Z,2023-12-10T10:46:00.000Z
39a4e234-5d35-4d94-8e8a-b8bf6fe13953,SEZHUK-230922-246666,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,G75 0ZZ,52.334853,-1.180450,55.735089,-4.168719,2023-10-27T16:00:00.000Z,2023-10-27T17:00:00.000Z,2023-10-27T23:00:00.000Z,2023-10-27T23:59:00.000Z
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231102-258880,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-11-08T00:30:00.000Z,2023-11-08T01:00:00.000Z,2023-11-08T03:00:00.000Z,2023-11-08T03:30:00.000Z
1efc40ea-69b6-473c-9fe1-afe97714399d,SEZHUK-231216-274785,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ST4 4FA,ST4 4FA,52.983393,-2.181287,52.983393,-2.181287,2023-12-22T06:00:00.000Z,2023-12-22T06:30:00.000Z,2023-12-22T22:30:00.000Z,2023-12-22T23:00:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231026-256778,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NAVAN,53.293393,-1.074008,53.647092,-6.696661,2023-10-27T06:00:00.000Z,2023-10-27T06:59:00.000Z,2023-10-31T08:55:00.000Z,2023-10-31T09:25:00.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231218-275159,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,LS24 9SD,BT26 6JJ,53.882244,-1.267537,54.474078,-6.104285,2023-12-19T13:00:00.000Z,2023-12-19T13:30:00.000Z,2023-12-21T07:30:00.000Z,2023-12-21T08:00:00.000Z
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231221-276230,CAUK000490,Tractor Unit,Box,BD12 7ER,CW1 6FB,53.753295,-1.722689,53.087056,-2.416485,2023-12-26T16:00:00.000Z,2023-12-26T16:30:00.000Z,2023-12-26T19:00:00.000Z,2023-12-26T19:30:00.000Z
7369cda1-1d0c-42c5-be31-cf18efe77ddb,SEZHUK-231027-257188,CAUK000199,Tractor Unit,Curtain-Side 13.6M Trailer,LS11 5LX,LL13 9UE,53.767204,-1.547784,53.046804,-2.917933,2023-10-30T12:00:00.000Z,2023-10-30T12:30:00.000Z,2023-10-30T15:30:00.000Z,2023-10-30T16:00:00.000Z
ee7cbc7b-4f14-44ac-9c6e-086d70a27141,SEZHUK-231204-269552,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-05T06:00:00.000Z,2023-12-05T07:00:00.000Z,2023-12-05T17:00:00.000Z,2023-12-05T18:00:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231106-259904,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NAAS,53.293393,-1.074008,53.207122,-6.742479,2023-11-08T06:00:00.000Z,2023-11-08T06:59:00.000Z,2023-11-10T07:25:00.000Z,2023-11-10T07:55:00.000Z
1efc40ea-69b6-473c-9fe1-afe97714399d,SEZHUK-231204-269571,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,ST4 4FA,53.501398,-2.642020,52.983393,-2.181287,2023-12-05T10:00:00.000Z,2023-12-05T10:30:00.000Z,2023-12-05T16:30:00.000Z,2023-12-05T17:00:00.000Z
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231122-265140,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,NG7 2SD,51.779657,-0.772897,52.934662,-1.181471,2023-11-23T09:00:00.000Z,2023-11-23T09:30:00.000Z,2023-11-23T13:30:00.000Z,2023-11-23T14:00:00.000Z
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231025-256498,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-10-31T00:30:00.000Z,2023-10-31T01:00:00.000Z,2023-11-01T02:30:00.000Z,2023-11-01T03:00:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231203-269133,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763558,-1.739636,51.771841,-0.439918,2023-12-08T16:20:00.000Z,2023-12-08T18:00:01.000Z,2023-12-09T05:00:00.000Z,2023-12-09T07:56:01.000Z
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231106-259847,CAUK000490,Tractor Unit,Box,BD12 7ER,CW1 6FB,53.753295,-1.722689,53.087056,-2.416485,2023-11-14T16:00:00.000Z,2023-11-14T16:30:00.000Z,2023-11-15T19:00:00.000Z,2023-11-15T19:30:00.000Z
8de1d5d0-093b-4032-91cc-a546fd254870,SEZHUK-231120-264504,CAUK000386,Tractor Unit,Curtain-Side 13.6M Trailer,SR7 0PU,WF11 0AB,54.846770,-1.372507,53.692741,-1.268817,2023-11-27T00:00:00.000Z,2023-11-27T23:59:59.000Z,2023-11-28T06:00:00.000Z,2023-11-28T08:00:00.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231205-269739,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,UB6 8UH,53.462845,-2.896967,51.543290,-0.358536,2023-12-06T18:00:00.000Z,2023-12-06T18:01:00.000Z,2023-12-07T13:55:00.000Z,2023-12-07T14:25:00.000Z
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231129-267792,CAUK000912,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2023-12-07T03:15:00.000Z,2023-12-07T03:45:00.000Z,2023-12-07T05:00:00.000Z,2023-12-07T05:30:00.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-230928-248359,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CV9 2SQ,53.462845,-2.896967,52.583936,-1.557171,2023-10-02T10:00:00.000Z,2023-10-02T10:01:00.000Z,2023-10-02T17:55:00.000Z,2023-10-02T18:25:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231004-249839,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.175340,-1.753679,2023-10-06T11:00:00.000Z,2023-10-06T11:59:00.000Z,2023-10-06T19:55:00.000Z,2023-10-06T20:25:00.000Z
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231206-270519,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-12-11T00:30:00.000Z,2023-12-11T01:00:00.000Z,2023-12-11T03:00:00.000Z,2023-12-11T03:30:00.000Z
e19e9bf3-fad9-4795-8489-1f89296f40dd,SEZHUK-231208-271652,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.642020,52.601991,-1.190434,2023-12-11T10:00:00.000Z,2023-12-11T10:30:00.000Z,2023-12-11T16:30:00.000Z,2023-12-11T17:00:00.000Z
ee7cbc7b-4f14-44ac-9c6e-086d70a27141,SEZHUK-231205-270003,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-06T06:00:00.000Z,2023-12-06T07:00:00.000Z,2023-12-06T17:00:00.000Z,2023-12-06T18:00:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266619,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763558,-1.739636,51.328048,0.877608,2023-11-30T13:20:00.000Z,2023-11-30T15:00:01.000Z,2023-12-01T06:00:00.000Z,2023-12-01T09:41:01.000Z
e19e9bf3-fad9-4795-8489-1f89296f40dd,SEZHUK-231121-264876,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,SK16 4UG,LE19 1WY,53.467889,-2.096702,52.601991,-1.190434,2023-11-21T10:00:00.000Z,2023-11-21T10:30:00.000Z,2023-11-21T16:30:00.000Z,2023-11-21T17:00:00.000Z
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231211-272243,CAUK000310,Tractor Unit,Tractor Only,PE12 6EW,CV8 3ED,52.782850,-0.124795,52.371658,-1.452326,2023-12-19T10:30:00.000Z,2023-12-19T11:30:00.000Z,2023-12-19T13:30:00.000Z,2023-12-19T14:30:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231016-253423,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,FK3 8UZ,53.293393,-1.074008,56.013818,-3.740373,2023-10-17T14:00:00.000Z,2023-10-17T14:59:00.000Z,2023-10-18T13:30:00.000Z,2023-10-18T14:00:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266552,CAUK000863,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763558,-1.739636,51.771841,-0.439918,2023-12-01T01:20:00.000Z,2023-12-01T03:00:01.000Z,2023-12-01T07:51:00.000Z,2023-12-01T10:46:01.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231215-274551,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DA17 6JY,53.462845,-2.896967,51.502211,0.154551,2023-12-18T15:00:00.000Z,2023-12-18T15:01:00.000Z,2023-12-19T16:55:00.000Z,2023-12-19T17:25:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231222-276578,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-23T18:20:00.000Z,2023-12-23T20:00:00.000Z,2023-12-24T05:00:00.000Z,2023-12-24T08:41:00.000Z
3371b762-7c32-44f3-a14e-bfb0a6f3d50b,SEZHUK-231211-272114,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,TQ12 6GN,53.566639,-0.919839,50.559960,-3.669927,2023-12-12T06:00:00.000Z,2023-12-12T18:00:00.000Z,2023-12-13T07:02:00.000Z,2023-12-13T07:30:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231119-264343,CAUK000660,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763558,-1.739636,51.398851,-1.231993,2023-11-22T12:20:00.000Z,2023-11-22T14:00:01.000Z,2023-11-23T06:00:00.000Z,2023-11-23T09:41:01.000Z
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231002-249424,CAUK001009,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.270740,2023-10-10T04:45:00.000Z,2023-10-10T05:45:00.000Z,2023-10-10T08:15:00.000Z,2023-10-10T09:15:00.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231107-260254,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SN3 4FN,52.800481,-1.663328,51.595572,-1.740649,2023-11-08T13:48:00.000Z,2023-11-08T14:18:00.000Z,2023-11-09T09:00:00.000Z,2023-11-09T09:30:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231008-250993,CAUK000431,Tractor Unit,Double Deck Trailer,ST4 4DG,CA3 0BN,52.989325,-2.190387,54.927651,-2.952925,2023-10-09T09:00:00.000Z,2023-10-09T11:01:01.000Z,2023-10-09T14:26:00.000Z,2023-10-09T16:11:01.000Z
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231009-251169,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,HP5 1QJ,53.537133,-1.037405,51.692773,-0.592602,2023-10-11T06:00:00.000Z,2023-10-11T18:00:00.000Z,2023-10-11T08:00:00.000Z,2023-10-11T11:59:00.000Z
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231201-268247,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,HP22 5EZ,53.537133,-1.037405,51.818102,-0.739456,2023-12-04T06:00:00.000Z,2023-12-04T18:00:00.000Z,2023-12-05T10:32:00.000Z,2023-12-05T11:00:00.000Z
3371b762-7c32-44f3-a14e-bfb0a6f3d50b,SEZHUK-231102-258674,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,IV2 5BA,53.566639,-0.919839,57.470155,-4.179144,2023-11-03T06:00:00.000Z,2023-11-03T16:00:00.000Z,2023-11-06T08:00:00.000Z,2023-11-06T15:59:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266574,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.763558,-1.739636,51.602415,-2.522567,2023-12-01T00:20:00.000Z,2023-12-01T02:00:01.000Z,2023-12-01T07:15:00.000Z,2023-12-01T11:22:01.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231212-272476,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,NP16 6UD,52.690284,-1.548894,51.614678,-2.674519,2023-12-13T13:31:00.000Z,2023-12-13T14:31:00.000Z,2023-12-14T11:30:00.000Z,2023-12-14T12:00:00.000Z
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231218-275130,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,RG24 8PD,IG11 0DS,51.279249,-1.072926,51.515717,0.100453,2023-12-19T10:00:00.000Z,2023-12-19T10:30:00.000Z,2023-12-19T13:30:00.000Z,2023-12-19T14:00:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231223-276690,CAUK000490,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-28T17:20:00.000Z,2023-12-28T19:00:00.000Z,2023-12-29T05:00:00.000Z,2023-12-29T08:41:00.000Z
3371b762-7c32-44f3-a14e-bfb0a6f3d50b,SEZHUK-231215-274374,CAUK000954,Tractor Unit,Curtain-Side 13.6M Trailer,BA6 9SP,EH54 8TB,51.171282,-2.782285,55.902675,-3.586822,2023-12-19T07:30:00.000Z,2023-12-19T15:00:00.000Z,2023-12-20T04:32:00.000Z,2023-12-20T05:00:00.000Z
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231207-270977,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,WS12 1NR,53.537133,-1.037405,52.703735,-1.983264,2023-12-08T06:00:00.000Z,2023-12-08T18:00:00.000Z,2023-12-11T07:32:00.000Z,2023-12-11T08:00:00.000Z
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231106-259867,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,LE67 1UA,51.510091,0.459598,52.701119,-1.339519,2023-11-08T08:00:00.000Z,2023-11-08T13:00:00.000Z,2023-11-09T13:00:00.000Z,2023-11-09T13:00:00.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231113-262451,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RM19 1ND,53.462845,-2.896967,51.480755,0.261461,2023-11-15T00:00:00.000Z,2023-11-15T23:59:00.000Z,2023-11-15T14:55:00.000Z,2023-11-15T15:25:00.000Z
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231212-272613,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-13T20:30:00.000Z,2023-12-13T21:30:00.000Z,2023-12-14T03:30:00.000Z,2023-12-14T04:30:00.000Z
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231027-257147,CAUK000155,Tractor Unit,Box,BD12 7ER,RG19 4BQ,53.753295,-1.722689,51.398689,-1.232386,2023-10-31T19:00:00.000Z,2023-10-31T19:30:00.000Z,2023-11-01T02:00:00.000Z,2023-11-01T02:30:00.000Z
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231203-269174,CAUK000660,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763558,-1.739636,51.771841,-0.439918,2023-12-06T16:20:00.000Z,2023-12-06T18:00:01.000Z,2023-12-06T23:12:00.000Z,2023-12-07T02:07:01.000Z
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272933,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-14T09:00:00.000Z,2023-12-14T10:00:00.000Z,2023-12-14T15:30:00.000Z,2023-12-14T16:00:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231031-258018,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN15 5YT,53.293393,-1.074008,52.370504,-0.684925,2023-11-01T07:00:00.000Z,2023-11-01T07:59:00.000Z,2023-11-01T11:35:00.000Z,2023-11-01T12:05:00.000Z
1efc40ea-69b6-473c-9fe1-afe97714399d,SEZHUK-231212-272807,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,SK13 2NU,ST4 4FA,53.483205,-1.924197,52.983393,-2.181287,2023-12-13T10:00:00.000Z,2023-12-13T10:30:00.000Z,2023-12-13T16:30:00.000Z,2023-12-13T17:00:00.000Z
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231010-251619,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-12T05:00:00.000Z,2023-10-12T05:59:00.000Z,2023-10-12T10:25:00.000Z,2023-10-12T10:55:00.000Z
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-230929-248494,CAUK000618,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,PA4 8DJ,52.800481,-1.663328,55.873398,-4.404767,2023-10-02T13:00:00.000Z,2023-10-02T13:30:00.000Z,2023-10-03T07:30:00.000Z,2023-10-03T08:00:00.000Z
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231123-265676,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,RG24 8PD,NG7 2SD,51.279249,-1.072926,52.934662,-1.181471,2023-11-24T10:00:00.000Z,2023-11-24T10:30:00.000Z,2023-11-24T13:30:00.000Z,2023-11-24T14:00:00.000Z
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231208-271445,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,WS12 1NR,53.537133,-1.037405,52.703735,-1.983264,2023-12-12T06:00:00.000Z,2023-12-12T18:00:00.000Z,2023-12-13T07:32:00.000Z,2023-12-13T08:00:00.000Z
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231213-273059,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-12-28T04:00:00.000Z,2023-12-28T05:00:00.000Z,2023-12-28T07:45:00.000Z,2023-12-28T08:45:00.000Z
22ea5531-3b70-47df-b7f0-d569684fb731,SEZHUK-231018-254087,CAUK000565,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,RG2 0PN,52.322608,-0.622401,51.418578,-0.980750,2023-10-19T17:00:00.000Z,2023-10-19T18:00:00.000Z,2023-10-20T05:30:00.000Z,2023-10-20T06:00:00.000Z
e19e9bf3-fad9-4795-8489-1f89296f40dd,SEZHUK-231017-253883,CAUK000297,Tractor Unit,Curtain-Side 13.6M Trailer,SK16 4UG,LE19 1WY,53.467868,-2.096512,52.601991,-1.190434,2023-10-18T10:00:00.000Z,2023-10-18T10:30:00.000Z,2023-10-18T16:30:00.000Z,2023-10-18T17:00:00.000Z
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231020-254729,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,CV5 9DQ,53.537133,-1.037405,52.435113,-1.554438,2023-10-24T06:00:00.000Z,2023-10-24T18:00:00.000Z,2023-10-25T08:32:00.000Z,2023-10-25T09:00:00.000Z
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231114-262847,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-22T00:30:00.000Z,2023-11-22T01:00:00.000Z,2023-11-23T02:30:00.000Z,2023-11-23T03:00:00.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231107-260424,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME9 8SR,53.462845,-2.896967,51.369320,0.749586,2023-11-08T13:00:00.000Z,2023-11-08T13:01:00.000Z,2023-11-09T05:35:00.000Z,2023-11-09T06:05:00.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231207-271180,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,UB6 8UH,53.462845,-2.896967,51.543290,-0.358536,2023-12-08T12:00:00.000Z,2023-12-08T12:01:00.000Z,2023-12-11T09:55:00.000Z,2023-12-11T10:25:00.000Z
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-230929-248520,CAUK000490,Tractor Unit,Box,BD12 7ER,CW1 6FB,53.753295,-1.722689,53.087056,-2.416485,2023-10-06T16:00:00.000Z,2023-10-06T16:30:00.000Z,2023-10-06T19:00:00.000Z,2023-10-06T19:30:00.000Z
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231220-276089,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-21T19:00:00.000Z,2023-12-21T20:00:00.000Z,2023-12-21T10:15:00.000Z,2023-12-21T10:45:00.000Z
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231213-273151,CAUK000192,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,YO42 1NS,53.462845,-2.896967,53.926673,-0.815074,2023-12-14T12:00:00.000Z,2023-12-14T12:01:00.000Z,2023-12-15T08:55:00.000Z,2023-12-15T09:25:00.000Z
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231122-265373,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.304842,-1.482042,51.398689,-1.232386,2023-11-30T13:00:00.000Z,2023-11-30T13:30:00.000Z,2023-11-30T17:00:00.000Z,2023-11-30T17:30:00.000Z
